Dataset,Classifier,n_neighbors,weights,algorithm,leaf_size,p,metric,bootstrap,C,kernel,degree,gamma,coef0,shrinking,shrinkage,class_weight,decision_function_shape,random_state,criterion,splitter,max_depth,min_samples_split,min_samples_leaf,oob_score,warm_start,learning_rate,n_restarts_optimizer,max_iter_predict,max_features,copy_X_train,multi_class,reg_param,tol,loss,subsample,min_weight_fraction_leaf,n_estimators,penalty,dual,fit_intercept,intercept_scaling,solver,max_iter,alpha,shuffle,max_leaf_nodes,early_stopping,n_iter_no_change,fit_prior,norm,eta0,var_smoothing,presort,min_impurity_decrease,Train accuracy,Train recall,Train precision,Train f1_score,Train time,Test accuracy,Test recall,Test precision,Test f1_score,Test time
Datasets_all/phpyM5ND4.csv,sklearn.RandomForestClassifier,,,,,,,True,,,,,,,,,,0,gini,,30,9,20,,False,,,,0.6667667154456677,,,,,,,,287,,,,,,,,,138,,,,,,,,25.329160253978213,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.4921870590187609,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.02274691197089851
Datasets_all/phpyM5ND4.csv,sklearn.RandomForestClassifier,,,,,,,True,,,,,,,,,,0,entropy,,50,15,12,,False,,,,0.6706378696181594,,,,,,,,19,,,,,,,,,267,,,,,,,,0.0,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.21075060195289552,0.9502164502164502,0.9502164502164502,0.9502164502164502,0.9502164502164502,0.0027491359505802393
Datasets_all/phpyM5ND4.csv,sklearn.RandomForestClassifier,,,,,,,True,,,,,,,,,,0,entropy,,50,19,20,,False,,,,0.6667667154456677,,,,,,,,127,,,,,,,,,109,,,,,,,,11.037514116430513,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.43376064603216946,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.010356592945754528
Datasets_all/phpyM5ND4.csv,sklearn.RandomForestClassifier,,,,,,,True,,,,,,,,,,0,entropy,,50,11,1,,False,,,,0.10204481074802807,,,,,,,,261,,,,,,,,,807,,,,,,,,46.63107728563063,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.26248719403520226,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.020074463915079832
Datasets_all/phpyM5ND4.csv,sklearn.RandomForestClassifier,,,,,,,True,,,,,,,,,,0,entropy,,20,18,8,,False,,,,0.6667667154456677,,,,,,,,97,,,,,,,,,942,,,,,,,,20.88767560948347,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.3331124719697982,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.008076523896306753
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,1.4191537471252997,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.26885031699202955,0.8354978354978355,0.8354978354978355,0.8354978354978355,0.8354978354978355,0.009692177874967456
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,0.896536524769197,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,0.8235930735930735,0.8235930735930735,0.8235930735930735,0.8235930735930735,1.336585061158985,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.044100007973611355
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,0.1840398095112502,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,0.6834415584415584,0.6834415584415584,0.6834415584415584,0.6834415584415584,1.1718935039825737,0.658008658008658,0.658008658008658,0.658008658008658,0.658008658008658,0.049790380988270044
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,0.1840398095112502,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.4051774728577584,0.8246753246753247,0.8246753246753247,0.8246753246753247,0.8246753246753247,0.013969063991680741
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,1.4191537471252997,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,0.8041125541125541,0.8041125541125541,0.8041125541125541,0.8041125541125541,1.132063188124448,0.854978354978355,0.854978354978355,0.854978354978355,0.854978354978355,0.044108707923442125
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,0.9072346805972795,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.560290491906926,0.816017316017316,0.816017316017316,0.816017316017316,0.816017316017316,0.0587461378891021
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,1.1771534901735454,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,0.8517316017316018,0.8517316017316018,0.8517316017316018,0.8517316017316018,1.6980112118180841,0.8398268398268398,0.8398268398268398,0.8398268398268398,0.8398268398268398,0.05608431599102914
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,2.442670019131507,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,0.7775974025974026,0.7775974025974026,0.7775974025974026,0.7775974025974026,0.6233362178318202,0.7705627705627706,0.7705627705627706,0.7705627705627706,0.7705627705627706,0.023344967979937792
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,0.1840398095112502,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,0.8923160173160173,0.8923160173160173,0.8923160173160173,0.8923160173160173,1.4897849259432405,0.9134199134199135,0.9134199134199135,0.9134199134199135,0.9134199134199135,0.04919091099873185
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,1.4191537471252997,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,0.8923160173160173,0.8923160173160173,0.8923160173160173,0.8923160173160173,0.441914846887812,0.8722943722943723,0.8722943722943723,0.8722943722943723,0.8722943722943723,0.015415983973070979
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,1.1771534901735454,,,,,,,,,,,261,,,,,,,,,,,,,,,,,,0.5643939393939394,0.5643939393939394,0.5643939393939394,0.5643939393939394,1.305418724892661,0.5735930735930735,0.5735930735930735,0.5735930735930735,0.5735930735930735,0.04850950092077255
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,2.442670019131507,,,,,,,,,,,409,,,,,,,,,,,,,,,,,,0.8793290043290043,0.8793290043290043,0.8793290043290043,0.8793290043290043,1.8623814310412854,0.8398268398268398,0.8398268398268398,0.8398268398268398,0.8398268398268398,0.06207170500420034
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,0.1840398095112502,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,0.6931818181818182,0.6931818181818182,0.6931818181818182,0.6931818181818182,2.0024156160652637,0.6883116883116883,0.6883116883116883,0.6883116883116883,0.6883116883116883,0.07237327797338367
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,0.03308656829471406,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,1.138254783116281,0.696969696969697,0.696969696969697,0.696969696969697,0.696969696969697,0.041573524940758944
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,0.4491515621215069,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,0.8365800865800865,0.8365800865800865,0.8365800865800865,0.8365800865800865,1.732710782904178,0.8138528138528138,0.8138528138528138,0.8138528138528138,0.8138528138528138,0.07281116186641157
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,2.442670019131507,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,0.8782467532467533,0.8782467532467533,0.8782467532467533,0.8782467532467532,1.4869988861028105,0.8614718614718615,0.8614718614718615,0.8614718614718615,0.8614718614718614,0.05104958079755306
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,1.1771534901735454,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,0.5643939393939394,0.5643939393939394,0.5643939393939394,0.5643939393939394,0.30351090896874666,0.5735930735930735,0.5735930735930735,0.5735930735930735,0.5735930735930735,0.013791640056297183
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,0.896536524769197,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.1044046678580344,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.03656879696063697
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME,,,,,,,,,,,,,,0,,,,,,,,0.03308656829471406,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,0.5633116883116883,0.5633116883116883,0.5633116883116883,0.5633116883116883,0.268068014876917,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.009534809039905667
Datasets_all/phpyM5ND4.csv,sklearn.AdaBoostClassifier,,,SAMME.R,,,,,,,,,,,,,,0,,,,,,,,1.4191537471252997,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,0.8041125541125541,0.8041125541125541,0.8041125541125541,0.8041125541125541,1.7203408731147647,0.854978354978355,0.854978354978355,0.854978354978355,0.854978354978355,0.06026296992786229
Datasets_all/phpyM5ND4.csv,sklearn.GaussianNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-09,,,0.797077922077922,0.797077922077922,0.797077922077922,0.797077922077922,0.0038190309423953295,0.8073593073593074,0.8073593073593074,0.8073593073593074,0.8073593073593074,0.0016408509109169245
Datasets_all/phpyM5ND4.csv,sklearn.QuadraticDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375872112626925,,,,,,,,,,,,,,,,,,,,,,,0.9123376623376623,0.9123376623376623,0.9123376623376623,0.9123376623376623,0.004871145123615861,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.8831168831168831,0.0015293629840016365
Datasets_all/phpyM5ND4.csv,sklearn.QuadraticDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8917730007820798,,,,,,,,,,,,,,,,,,,,,,,0.9161255411255411,0.9161255411255411,0.9161255411255411,0.9161255411255411,0.004766227910295129,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.0015183670911937952
Datasets_all/phpyM5ND4.csv,sklearn.QuadraticDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5488135039273248,,,,,,,,,,,,,,,,,,,,,,,0.9177489177489178,0.9177489177489178,0.9177489177489178,0.9177489177489178,0.004756277892738581,0.8896103896103896,0.8896103896103896,0.8896103896103896,0.8896103896103895,0.0015196099411696196
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,2,11,12,,,0.17716019450558035,,,0.4511592145209281,,,,,deviance,0.47886441515319084,0.32657001789896883,293,,,,,,,,,964,,,,,,,,0.9952995676778876,0.1423160173160173,0.1423160173160173,0.1423160173160173,0.1423160173160173,12.150763571029529,0.14502164502164502,0.14502164502164502,0.14502164502164502,0.14502164502164502,0.0033594591077417135
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,6,17,8,,,2.1857883469754995,,,0.4511592145209281,,,,,deviance,0.1148485311159142,0.3039153343577339,137,,,,,,,,,591,,,,,,,,0.6527903170054908,0.1423160173160173,0.1423160173160173,0.1423160173160173,0.1423160173160173,1.484866291983053,0.14502164502164502,0.14502164502164502,0.14502164502164502,0.14502164502164502,0.002124242950230837
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,6,17,5,,,2.1857883469754995,,,0.013571635612109834,,,,,deviance,0.7234263281786576,0.049640175179486934,387,,,,,,,,,179,,,,,,,,0.4143685882263688,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.451205471996218,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0040792308282107115
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,4,17,20,,,2.1857883469754995,,,0.6736596308357894,,,,,deviance,0.19446901989349238,0.049640175179486934,335,,,,,,,,,919,,,,,,,,0.634274057957335,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.462380439043045,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0036428780294954777
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,2,10,2,,,1.4199732092253494,,,0.4511592145209281,,,,,deviance,0.7610294680791336,0.4511742915869921,122,,,,,,,,,591,,,,,,,,0.4143685882263688,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9620899660512805,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.003954342100769281
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,2,10,5,,,0.4922031201935133,,,0.4511592145209281,,,,,deviance,0.6820907348177707,0.4849045338733744,293,,,,,,,,,,,,,,,,,0.634274057957335,0.1423160173160173,0.1423160173160173,0.1423160173160173,0.1423160173160173,15.494631679961458,0.14502164502164502,0.14502164502164502,0.14502164502164502,0.14502164502164502,0.0034235541243106127
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,8,11,15,,,0.08559989658395203,,,0.5096243767199001,,,,,deviance,0.47886441515319084,0.049640175179486934,388,,,,,,,,,570,,,,,,,,0.6527903170054908,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,25.721737646032125,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.004143986850976944
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,4,17,8,,,0.08559989658395203,,,0.4511592145209281,,,,,deviance,0.7395489953576686,0.4849045338733744,165,,,,,,,,,863,,,,,,,,0.634274057957335,0.823051948051948,0.823051948051948,0.823051948051948,0.823051948051948,1.4512927909381688,0.8268398268398268,0.8268398268398268,0.8268398268398268,0.8268398268398268,0.003915067994967103
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,6,17,15,,,0.09306317341330159,,,0.05571469370160631,,,,,deviance,0.5861995941543561,0.1790760834847625,197,,,,,,,,,591,,,,,,,,0.634274057957335,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,1.5902376298327,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.0025851468089967966
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,10,2,20,,,0.08559989658395203,,,0.9719450024996658,,,,,deviance,0.19446901989349238,0.0,75,,,,,,,,,315,,,,,,,,0.4143685882263688,0.961038961038961,0.961038961038961,0.961038961038961,0.961038961038961,0.7267125868238509,0.9502164502164502,0.9502164502164502,0.9502164502164502,0.9502164502164502,0.0024183550849556923
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,4,17,1,,,2.1857883469754995,,,0.9719450024996658,,,,,deviance,0.7610294680791336,0.049640175179486934,383,,,,,,,,,,,,,,,,,0.5818503294385343,0.14015151515151514,0.14015151515151514,0.14015151515151514,0.14015151515151514,100.66255858493969,0.15367965367965367,0.15367965367965367,0.15367965367965367,0.15367965367965367,0.004130813060328364
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,10,6,2,,,0.3247708826911261,,,0.9495710534507421,,,,,deviance,0.1148485311159142,0.1790760834847625,122,,,,,,,,,863,,,,,,,,0.9589492686245203,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,2.3989217029884458,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.002073915908113122
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,2,17,2,,,1.4199732092253494,,,0.9719450024996658,,,,,deviance,0.7395489953576686,0.4511742915869921,149,,,,,,,,,964,,,,,,,,0.4746975022884129,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.4422850450500846,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.004992546979337931
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,,10,20,,,0.4922031201935133,,,0.05571469370160631,,,,,deviance,0.7395489953576686,0.08545479256802258,227,,,,,,,,,729,,,,,,,,0.634274057957335,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,1.6989145630504936,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.0029568851459771395
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,,7,1,,,0.06724915087019977,,,0.013571635612109834,,,,,deviance,0.47886441515319084,0.3065317289420662,224,,,,,,,,,315,,,,,,,,0.4143685882263688,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,3.2334721970837563,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.00284756300970912
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,6,10,20,,,0.09306317341330159,,,0.013571635612109834,,,,,deviance,0.5861995941543561,0.4849045338733744,387,,,,,,,,,383,,,,,,,,0.0,0.8398268398268398,0.8398268398268398,0.8398268398268398,0.8398268398268398,3.235287679126486,0.841991341991342,0.841991341991342,0.841991341991342,0.841991341991342,0.0112429428845644
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,,17,12,,,0.1813876225688126,,,0.4511592145209281,,,,,deviance,0.7610294680791336,0.08545479256802258,215,,,,,,,,,964,,,,,,,,0.9589492686245203,0.966991341991342,0.966991341991342,0.966991341991342,0.966991341991342,1.9089439949020743,0.961038961038961,0.961038961038961,0.961038961038961,0.961038961038961,0.0033307760022580624
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,8,7,8,,,0.4922031201935133,,,0.878193471347177,,,,,deviance,0.5861995941543561,0.1790760834847625,387,,,,,,,,,863,,,,,,,,0.5818503294385343,0.1461038961038961,0.1461038961038961,0.1461038961038961,0.1461038961038961,4.27263693488203,0.12987012987012986,0.12987012987012986,0.12987012987012986,0.12987012987012986,0.003983704140409827
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,6,19,2,,,1.4199732092253494,,,0.6625268669500443,,,,,deviance,0.47886441515319084,0.4511742915869921,335,,,,,,,,,863,,,,,,,,0.9952995676778876,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,3.391289603896439,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.003666275879368186
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,10,19,1,,,0.09306317341330159,,,0.6736596308357894,,,,,deviance,0.7610294680791336,0.3039153343577339,165,,,,,,,,,729,,,,,,,,0.6350588736035638,0.933982683982684,0.933982683982684,0.933982683982684,0.933982683982684,1.728876246837899,0.9155844155844156,0.9155844155844156,0.9155844155844156,0.9155844155844156,0.0036580408923327923
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,8,7,5,,,0.4922031201935133,,,0.6736596308357894,,,,,deviance,0.7234263281786576,0.32657001789896883,335,,,,,,,,,383,,,,,,,,0.6527903170054908,0.9301948051948052,0.9301948051948052,0.9301948051948052,0.9301948051948052,3.312561596976593,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.004007447045296431
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,6,11,15,,,0.09306317341330159,,,0.6736596308357894,,,,,deviance,0.19446901989349238,0.4511742915869921,383,,,,,,,,,919,,,,,,,,0.038425426472734725,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,6.912587011931464,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.004088938934728503
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,,8,8,,,0.3247708826911261,,,0.6736596308357894,,,,,deviance,0.5419994971545206,0.1790760834847625,315,,,,,,,,,570,,,,,,,,0.6527903170054908,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,3.1900846930220723,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0037593890447169542
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,10,11,1,,,1.4199732092253494,,,0.5096243767199001,,,,,deviance,0.22438485088012816,0.3753430706092281,247,,,,,,,,,570,,,,,,,,0.634274057957335,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,2.019100203877315,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.003000507829710841
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,8,8,2,,,0.06724915087019977,,,0.878193471347177,,,,,deviance,0.5419994971545206,0.0,137,,,,,,,,,801,,,,,,,,0.3250472290083525,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,1.5131955170072615,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.002185096964240074
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,6,2,20,,,0.08559989658395203,,,0.9495710534507421,,,,,deviance,0.22438485088012816,0.2249749949556138,387,,,,,,,,,570,,,,,,,,0.4143685882263688,0.9518398268398268,0.9518398268398268,0.9518398268398268,0.9518398268398268,3.8379812201019377,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.005346067016944289
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,,2,8,,,0.3247708826911261,,,0.05571469370160631,,,,,deviance,0.5861995941543561,0.3039153343577339,89,,,,,,,,,919,,,,,,,,0.634274057957335,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,1.5088116908445954,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.0018388601019978523
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mae,,2,19,1,,,0.09306317341330159,,,0.013571635612109834,,,,,deviance,0.5861995941543561,0.049640175179486934,293,,,,,,,,,570,,,,,,,,0.634274057957335,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,6.048621429828927,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.00334820500575006
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,friedman_mse,,2,8,2,,,0.4922031201935133,,,0.9719450024996658,,,,,deviance,0.6820907348177707,0.08545479256802258,224,,,,,,,,,919,,,,,,,,0.038425426472734725,0.9940476190476191,0.9940476190476191,0.9940476190476191,0.9940476190476191,2.6332915120292455,0.9805194805194806,0.9805194805194806,0.9805194805194806,0.9805194805194806,0.003455501049757004
Datasets_all/phpyM5ND4.csv,sklearn.GradientBoostingClassifier,,,,,,,,,,,,,,,,,0,mse,,2,8,8,,,0.17716019450558035,,,0.4511592145209281,,,,,deviance,0.19446901989349238,0.0,215,,,,,,,,,729,,,,,,,,0.4143685882263688,0.14935064935064934,0.14935064935064934,0.14935064935064934,0.14935064935064934,1.8165067511145025,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.11688311688311688,0.002880468964576721
Datasets_all/phpyM5ND4.csv,sklearn.LinearDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016169390140434614,,,,,,,,,,,,,,,,,,,,,,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.008486659033223987,0.935064935064935,0.935064935064935,0.935064935064935,0.935064935064935,0.0008715458679944277
Datasets_all/phpyM5ND4.csv,sklearn.LinearDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245053503959504,,,,,,,,,,,,,,,,,,,,,,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.008164396975189447,0.935064935064935,0.935064935064935,0.935064935064935,0.935064935064935,0.0008344638627022505
Datasets_all/phpyM5ND4.csv,sklearn.LinearDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07069630324823764,,,,,,,,,,,,,,,,,,,,,,0.8998917748917749,0.8998917748917749,0.8998917748917749,0.8998917748917749,0.008280231151729822,0.9199134199134199,0.9199134199134199,0.9199134199134199,0.9199134199134199,0.000844947062432766
Datasets_all/phpyM5ND4.csv,sklearn.LinearDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004633342577258424,,,,,,,,,,,,,,,,,,,,,,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.008161624893546104,0.935064935064935,0.935064935064935,0.935064935064935,0.935064935064935,0.0008437628857791424
Datasets_all/phpyM5ND4.csv,sklearn.LinearDiscriminantAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003348138072055433,,,,,,,,,,,,,,,,,,,,,,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.9128787878787878,0.00816613482311368,0.935064935064935,0.935064935064935,0.935064935064935,0.935064935064935,0.0008282761555165052
Datasets_all/phpyM5ND4.csv,sklearn.Perceptron,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0.004075558067383579,,,,,l2,,True,,,152,0.012594730932787174,False,,False,58,,,,,,,0.26352813852813856,0.26352813852813856,0.26352813852813856,0.26352813852813856,0.10807415517047048,0.23376623376623376,0.23376623376623376,0.23376623376623376,0.23376623376623376,0.0008793668821454048
